Sold Date,Name,Main Price,Shipping Cost,Listing Total
2024-06-26,2018 Panini Donruss - Josh Allen Rookie Gridiron Kings #RGK-4 Buffalo Bills,7.5,4.02,11.52
2024-06-26,2018 Panini Donruss #RGK-4 Josh Allen Rookie Gridiron Kings,8.5,4.99,13.49
2024-06-26,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),46.0,3.86,49.86
2024-06-26,2018 Donruss Josh Allen Rookie RC Card # 304,49.5,3.95,53.45
2024-06-25,2018 Panini Donruss - Rookie Gridiron Kings #RGK-4 Josh Allen (RC),20.0,1.12,21.12
2024-06-25,2018 Panini Donruss Josh Allen Rated Rookie Card RC #304 Buffalo Bills,57.56,4.75,62.31
2024-06-25,2018 Panini Donruss Josh Allen RC #304 Rated Rookie Buffalo Bills,59.99,5.55,65.54
2024-06-24,"2018 Panini Donruss - Rookie Threads #4 Josh Allen (MEM, RC)",20.0,4.02,24.02
2024-06-24,2018 Panini Donruss Football - Josh Allen Rated Rookie #304 - Bills,46.0,5.25,51.25
2024-06-24,2018 Panini Donruss #304 Josh Allen Rated Rookie,54.99,4.02,59.01
2024-06-24,2018 Panini Donruss Football RC The Rookies Josh Allen R-4,22.5,4.5,27.0
2024-06-23,2018 Josh Allen Panini Donruss Rated Rookie #304 RC,43.0,5.55,48.55
2024-03-21,2018 Panini Donruss Rookie Phenom #4 Josh Allen Rookie Jersey Card RC BILLS,99.98,5.9,105.88
2024-06-23,2018 Panini Donruss - The Rookies #R-4 Josh Allen (RC),27.0,1.12,28.12
2024-06-22,2018 PANINI DONRUSS JOSH ALLEN ROOKIE CARD RC BILLS,45.0,5.25,50.25
2024-06-21,2018 PANINI DONRUSS JOSH ALLEN BLUE PRESS PROOF SP ROOKIE CARD RC BILLS,70.0,5.25,75.25
2024-06-21,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),51.0,4.02,55.02
2024-06-21,2018 Panini Donruss Rated Rookie #304 Josh Allen RC -Damage See Pics-,21.5,1.12,22.62
2024-06-21,2018 Panini Donruss Rated Rookie #304 Josh Allen RC Card Bills,54.99,5.15,60.14
2024-06-21,2018 Panini Donruss Rated Rookie Josh Allen #304 RC,60.0,5.15,65.15
2024-06-21,2018 NFL Panini Donruss Josh Allen Press Proof Blue Rated Rookie RC #304 Bills,100.0,4.99,104.99
2024-06-20,2018 Panini Donruss Rated rookie  Josh Allen RC Buffalo Bills,45.17,5.25,50.42
2024-06-20,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),99.99,4.02,104.01
2024-06-20,JOSH ALLEN 2018 DONRUSS THE ROOKIES RC R- 4 BILLS ,29.99,4.99,34.98
2024-06-20,2018 Panini Donruss #304 Josh Allen Rated Rookie,59.0,4.99,63.99
2024-06-19,2018 Donruss Gridiron Kings Josh Allen RC #RGK-4 Buffalo Bills Rookie Card ,29.99,5.0,34.99
2024-06-19,2018 Panini Donruss Josh Allen RC #304 Rated Rookie Buffalo Bills,59.99,0.0,59.99
2024-06-19,2018 Panini Donruss Rated rookie  Josh Allen RC Buffalo Bills Read Descripton ⬇️,32.99,3.96,36.95
2024-06-18,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),44.0,4.99,48.99
2024-06-18,2018 Panini Donruss Rookie Card Josh Allen #304,60.0,0.0,60.0
2024-06-18,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) bills🔥🔥🔥,49.99,5.25,55.24
2024-06-17,2018 Panini Donruss #304 Josh Allen Buffalo Bills RC Rookie,45.0,5.0,50.0
2024-06-17,2018 Panini Donruss Rated Rookie #304 Josh Allen ROOKIE RC,55.0,5.0,60.0
2024-06-17,2018 Donruss Josh Allen Silver Rated Rookie Press Proof /100 RC SP ,525.0,8.72,533.72
2024-06-17,2018 Panini Donruss Football Rated Rookie RC Josh Allen #304 Mint Bills ,41.0,3.96,44.96
2024-06-17,2018 Panini Donruss football Josh Allen Rookie Jersey,40.0,3.96,43.96
2024-06-17,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),43.0,1.5,44.5
2024-06-16,2018 DONRUSS JOSH ALLEN PRESS PROOF BLUE RATED ROOKIE BUFFALO BILLS EM2,58.78,4.5,63.28
2024-06-16,2018 Panini Donruss - Rated Rookie Press Proof Blue #304 Josh Allen (RC),53.0,4.02,57.02
2024-06-16,2018 Panini Donruss - Rated Rookie Press Proof Gold #304 Josh Allen /50 (RC),500.0,8.3,508.3
2024-06-16,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),55.0,3.86,58.86
2024-06-15,2018 Donruss Josh Allen #304 Rated Rookie RC Buffalo Bills,59.96,4.49,64.45
2024-06-15,2018 Donruss Rated Rookie RC #304 Josh Allen Buffalo Bills,59.4,0.0,59.4
2024-06-15,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),45.0,4.02,49.02
2024-06-14,2018 Panini Donruss Rated Rookie #304 Josh Allen RC -Damage See Pics-,30.0,4.5,34.5
2024-06-14,2018 NFL Panini Donruss Josh Allen Press Proof Blue Rated Rookie RC #304 Bills,100.0,4.02,104.02
2024-06-13,2018 Panini Donruss Josh Allen RC Rated Rookie #304 Bills,59.99,4.0,63.99
2024-06-13,2018 Josh Allen Donruss Rated Rookie Card # 304,55.0,3.96,58.96
2024-06-13,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),44.0,3.96,47.96
2024-06-13,2018 Donruss Rookie Gridiron Kings Josh Allen Rookie Buffalo Bills #RGK-4,22.0,3.96,25.96
2024-06-12,2018 NFL Panini Donruss Josh Allen Press Proof Rookie RC #304 Bills,39.99,4.02,44.01
2024-06-12,2018 Panini Donruss Josh Allen Rated Rookie Bills RC #304,51.0,4.99,55.99
2024-06-12,2018 Panini Donruss Josh Allen Rookie Threads Green Foil RC #4 SP Rare Bills,25.0,4.02,29.02
2024-06-12,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) Team Collection Sealed,299.99,0.0,299.99
2024-06-11,Josh Allen 2018 Donruss RC The Rookies #R-4 Must Have!!!,23.73,3.96,27.69
2024-06-11,Josh Allen 2018 Donruss Rated Rookie #304,49.99,5.25,55.24
2024-06-11,2018 Panini Donruss - Rated Rookie Press Proof Blue #304 Josh Allen,90.0,4.11,94.11
2024-06-10,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),54.0,5.25,59.25
2024-06-10,"2018 Panini Donruss #304 Josh Allen Buffalo Bills RC Rookie ""CREASED""",12.5,5.0,17.5
2024-06-10,Josh Allen RC - 2018 Donruss Rookie Gridiron Kings Canvas - Bills MVP!,29.95,4.49,34.44
2024-06-10,2018 Panini Donruss Rated Rookie Full Set 50 Cards JOSH ALLEN RC + MORE N MINT+,91.0,0.0,91.0
2024-06-10,Josh Allen 2018 Donruss Rated Rookie #304,53.0,5.45,58.45
2024-06-09,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),75.0,4.11,79.11
2024-06-10,2018 Donruss Josh Allen Press Proof Blue Rated Rookie RC #304 Buffalo Bills 🔥,138.0,5.4,143.4
2024-06-09,2018 Panini Donruss - Rated Rookie Aqueous Test #304 Josh Allen (RC),56.0,3.96,59.96
2024-06-09,2018 Panini Donruss Rookie Threads Josh Allen #4 Buffalo Bills Rough Condition,10.0,1.12,11.12
2024-06-09,"2018 Josh Allen RC - Donruss, Rated Rookie #304 Base - Bills",51.0,4.02,55.02
2024-06-09,"2018 Josh Allen RC - Donruss, Rookie Gridiron Kings Insert #RGK-4 - Bills",20.5,4.02,24.52
2024-06-09,2018 Donruss Josh Allen RC Rookie Phenom Patch Card #4 Bills Panini,38.0,5.0,43.0
2024-06-09,2018 Panini Donruss - Rated Rookie Aqueous Test #304 Josh Allen (RC),55.0,4.02,59.02
2024-06-09,2018 Panini Donruss - Rookie Gridiron Kings #RGK-4 Josh Allen (RC),9.25,1.0,10.25
2024-06-09,2018 Panini Donruss Football Rated Rookie RC Josh Allen #304,65.0,5.55,70.55
2024-06-09,2018 Panini Donruss Josh Allen Rated Rookie #304 RC Bills NICE,60.0,4.55,64.55
2024-06-07,2018 Panini Donruss-Rated Rookie Aqueous Test #304 Josh Allen (RC) COMPS $50-$80,34.0,4.02,38.02
2024-06-06,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,1.5,51.5
2024-06-06,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),49.99,0.0,49.99
2024-06-06,2018 Donruss Josh Allen Rated Rookie #304,45.0,3.96,48.96
2024-06-05,2018 Donruss - Rated Rookie #304 Josh Allen (RC),50.0,4.36,54.36
2024-06-05,Josh Allen 2018 Panini Donruss - Rated Rookie #304 (RC) Card Buffalo Bills,59.99,6.65,66.64
2024-06-04,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),60.0,3.96,63.96
2024-06-03,"2018 Panini Donruss - Rated Rookie #304 Josh Allen, Josh Allen (RC)",59.99,4.36,64.35
2024-06-03,2018 Panini Donruss Josh Allen Rated Rookie Card #304,45.0,4.95,49.95
2024-06-03,2018 Panini Donruss Football Rated Rookie RC Josh Allen #304,41.01,4.5,45.51
2024-06-03,2018 DONRUSS JOSH ALLEN PRESS PROOF BLUE RATED ROOKIE BUFFALO BILLS EM2,71.0,4.5,75.5
2024-06-03,2018 DONRUSS JOSH ALLEN RATED ROOKIE BUFFALO BILLS EM2,38.88,4.5,43.38
2024-06-03,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),49.99,3.96,53.95
2024-06-03,2018 Donruss Rookie Threads Josh Allen rc Bills,21.71,0.0,21.71
2024-06-02,2018 nfl Panini Donruss Josh Allen Press Proof Blue Rated Rookie RC #304 Bills ,140.0,3.79,143.79
2024-06-01,2018 Panini Donruss - Rated Rookie Press Proof Blue #304 Josh Allen (RC),67.0,4.02,71.02
2024-05-31,2018 Donruss Josh Allen Press Proof Blue Rated Rookie RC #304 Buffalo Bills 🔥,140.0,4.02,144.02
2024-05-31,2018 Panini Donruss JOSH ALLEN RC THE ROOKIES Holo Checkerboard Refractor MINT,23.0,4.02,27.02
2024-05-31,2018 Panini Donruss Base Rated Rookie JOSH ALLEN RC #304 Bills,69.99,3.96,73.95
2024-05-31,JOSH ALLEN 2018 DONRUSS RATED ROOKIE,60.0,3.86,63.86
2024-05-31,"2018 Panini Donruss - Rated Rookie #304 Josh Allen, Josh Allen (RC)",50.0,3.86,53.86
2024-05-30,2018 Panini Donruss - The Rookies #R-4 Josh Allen ,22.5,1.12,23.62
2024-05-30,Josh Allen 2018 Donruss Rated Rookie #304,55.0,5.2,60.2
2024-05-29,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) - Buffalo Bills,43.99,4.02,48.01
2024-05-28,2018 Jim Kelly / Josh Allen - Donruss Passing The Torch Player Worn Relic 44/49 ,50.55,4.02,54.57
2024-05-28,A3300- 2018 Donruss #304 Josh Allen RR RC - NM-MT (RATED ROOKIE CARD),69.99,0.64,70.63
2024-05-28,Josh Allen 2018 Panini Donruss The Rookies #R-4  Buffalo Bills Rookie RC🔥,34.99,4.02,39.01
2024-05-27,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),40.0,8.72,48.72
2024-05-27,"2018 Panini Donruss - Rated Rookie #304 Josh Allen, Josh Allen (RC)",80.0,3.96,83.96
2024-05-27,2018 Panini Donruss Josh Allen Gridiron Kings Rookie #RGK-4 Bronze Buffalo Bills,12.0,1.12,13.12
2024-05-27,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) + 2 More,51.0,5.52,56.52
2024-05-27,2018 Panini Donruss Josh Allen Gridiron Kings Rookie #RGK-4 Bronze Buffalo Bills,12.99,3.84,16.83
2024-05-27,Josh Allen 2018 Panini Donruss The Rookies #R-4  Buffalo Bills Rookie RC🔥,26.0,5.85,31.85
2024-05-26,2018 Panini Donruss Rated rookie  Josh Allen RC Buffalo Bills Read Descripton ⬇️,32.99,3.96,36.95
2024-05-26,2018 Donruss Josh Allen Rated Rookie RC #304 Buffalo Bills,55.0,5.0,60.0
2024-05-26,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),51.0,4.11,55.11
2024-05-25,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),45.0,0.0,45.0
2024-05-25,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),59.99,4.02,64.01
2024-05-25,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,5.15,55.15
2024-05-24,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,4.36,54.36
2024-05-24,Josh Allen 2018 Panini Donruss The Rookies #R-4  Buffalo Bills Rookie,37.5,0.0,37.5
2024-05-23,2018 PANINI DONRUSS #304 JOSH ALLEN RATED ROOKIE RC ,44.74,7.7,52.44
2024-05-23,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),55.0,4.11,59.11
2024-05-22,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),37.5,3.5,41.0
2024-05-22,2018 Donruss Press Proof Blue #304 Josh Allen RATED ROOKIE RC BILLS,91.0,4.75,95.75
2024-05-22,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),70.0,5.35,75.35
2024-05-21,2018 Panini Donruss The Rookies #R-4 Josh Allen Buffalo Bills RC,39.99,5.35,45.34
2024-05-21,2018 Donruss Josh Allen Press Proof Red Rated Rookie RC #304 Bills,165.5,4.75,170.25
2024-05-21,2018 Panini Donruss JOSH ALLEN Rookie Phenom RC PLAYER WORN Jersey Patch Relic,60.0,5.95,65.95
2024-05-20,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),49.99,4.99,54.98
2024-05-20,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),55.0,3.5,58.5
2024-05-20,2018 Panini Donruss Rated Rookie #304 Josh Allen RC Buffalo Bills Star ⭐ QB! NFL,59.0,4.02,63.02
2024-05-19,2018 Panini Donruss Josh Allen Rated Rookie RC #304 Buffalo Bills,64.0,5.35,69.35
2024-05-19,2018 Josh Allen Donruss Rookie Gridiron Kings RC Insert #RGK-4 Buffalo Bills,30.0,5.25,35.25
2024-05-19,JOSH ALLEN 2018 DONRUSS RATED ROOKIE PRESS PROOF BLUE RC,95.0,5.0,100.0
2024-05-19,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),49.0,4.36,53.36
2024-05-19,Josh Allen 2018 Donruss press proof bronze rated rookie. Super Short Print. ,135.0,6.99,141.99
2024-05-19,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) + 2 More,51.0,5.52,56.52
2024-05-19,2018 Panini Donruss - Rated Rookie Press Proof Blue #304 Josh Allen (RC),52.0,5.35,57.35
2024-05-19,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),20.0,1.12,21.12
2024-05-19,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),51.0,5.9,56.9
2024-05-19,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),35.0,4.02,39.02
2024-05-18,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),55.0,4.02,59.02
2024-05-18,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),54.0,4.02,58.02
2024-05-17,2018 Panini Donruss Josh Allen Rated Rookie Bills RC #304,56.0,4.99,60.99
2024-05-16,2018 Panini Donruss - Rookie Gridiron Kings #RGK-4 🔥Josh Allen🔥 (RC),19.99,5.0,24.99
2024-05-16,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,5.35,55.35
2024-05-16,2018 Panini Donruss Josh Allen Rated Rookie Card #304 RC Buffalo Bills NFL,44.99,5.35,50.34
2024-05-15,2018 Panini Donruss Josh Allen Base Rated Rookie Card RC #304 Buffalo Bills,57.0,4.75,61.75
2024-05-15,2018 Donruss Josh Allen Rookie Gridiron Kings RC #RGK-4 Bills,16.5,4.75,21.25
2024-05-15,2018 Panini Donruss Josh Allen Rated Rookie #304 Buffalo Bills,58.67,11.74,70.41
2024-05-15,2018 Donruss Josh Allen Rated Rookie RC #304 Bills ,50.0,4.19,54.19
2024-05-15,Josh Allen 2018 Panini Donruss The Rookies #R-4  Buffalo Bills Rookie RC🔥,36.0,5.85,41.85
2024-05-15,2018 Donruss #4 Josh Allen Rookie Phenom Jerseys MEM,52.16,0.0,52.16
2024-05-14,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),60.0,4.36,64.36
2024-05-13,2018 Panini Donruss - Rated Rookie Aqueous Test #304 Josh Allen (RC),45.0,3.96,48.96
2024-05-12,2018 Panini Donruss - The Rookies #R-4 Josh Allen (RC),45.0,4.02,49.02
2024-05-11,2018 Donruss Football Josh Allen Rated Rookies,60.0,5.35,65.35
2024-05-11,2018 Donruss Josh Allen Rated Rookie Card RC #304 Bills,61.0,4.75,65.75
2024-05-10,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,5.25,55.25
2024-05-10,2018 Josh Allen Donruss Rated Rookie Card # 304,48.0,4.0,52.0
2024-05-10,2018 NFL Panini Donruss Josh Allen Press Proof Blue Rated Rookie RC #304 Bills,99.99,0.0,99.99
2024-05-09,2018 Panini Donruss Rated Rookie Josh Allen #304 Rookie RC Rare Collectible Card,54.99,4.47,59.46
2024-05-09,2018 PANINI DONRUSS FOOTBALL FACTORY SET W/ RC THREADS PACK JOSH ALLEN RC,168.98,0.0,168.98
2024-05-09,Josh Allen 2018 Donruss Rated Rookie RC #304 Wyoming Bills 🔥,59.99,0.0,59.99
2024-05-08,2018 Panini Donruss The Rookies #R-4 Josh Allen Buffalo Bills RC,39.99,0.0,39.99
2024-05-08,2018 Panini Donruss Rookie Threads JOSH ALLEN Jersey Patch RC CENTERED,42.0,4.36,46.36
2024-05-07,2018 Donruss Josh Allen Rated Rookie RC #304 Bills,51.0,4.75,55.75
2024-05-07,2018 Panini Donruss - The Rookies #R-4 Josh Allen,30.0,5.25,35.25
2024-05-07,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),59.0,3.96,62.96
2024-05-06,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),61.0,4.02,65.02
2024-05-06,2018 Panini Donruss - Josh Allen Rated Rookie #304 (RC) Bills 🔥,52.99,4.99,57.98
2024-05-05,2018 Panini Donruss Josh Allen #304 Rated Rookie RC Buffalo Bills,52.0,5.25,57.25
2024-05-05,2018 Panini Donruss Josh Allen Rated Rookie Card RC #304 Buffalo Bills,51.0,4.75,55.75
2024-05-05,2018 NFL Panini Donruss Josh Allen Press Proof Blue Rated Rookie RC #304 Bills,89.95,0.0,89.95
2024-05-05,2018 Donruss Football JOSH ALLEN Rated Rookie Card #304 NM RC Buffalo Bills,53.0,6.0,59.0
2024-05-05,2018 Panini Donruss Josh Allen The Rookies #R-4  Insert ,35.0,5.35,40.35
2024-05-05,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,5.0,55.0
2024-05-05,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) Please read!!!,25.0,0.0,25.0
2024-05-04,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) MINT CONDITION ******,49.0,2.85,51.85
2024-05-04,2018 Panini Donruss - Rated Rookie Press Proof Blue #304 Josh Allen (RC),100.0,5.4,105.4
2024-05-03,2018 Donruss # 304 Josh Allen Rc Rookie Buffalo Bills NM-MT or better Combo-Ship,64.99,5.36,70.35
2024-05-03,2018 Donruss Josh Allen Rated Rookie RC #304 Bills ,74.99,0.0,74.99
2024-05-02,Josh Allen 2018 Panini Donruss #304 Rated Rookie PSA 9 MINT Buffalo Bills,66.55,4.99,71.54
2024-05-02,2018 Donruss Josh Allen Press Proof Blue Rated Rookie RC #304 Buffalo Bills,95.35,10.27,105.62
2024-05-02,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),56.0,0.0,56.0
2024-05-02,2018 Donruss #304 Josh Allen RC,58.0,5.35,63.35
2024-05-01,Josh Allen Signed 2018 Donruss Rated Rookie RC Auto,198.09,5.35,203.44
2024-04-30,2018 Panini Donruss - The Rookies #R-4 Josh Allen  (RC),13.5,6.75,20.25
2024-04-29,JOSH ALLEN 2018 Donruss #1 Draft Pick RATED Rookie Card RC Buffalo Bills $ HOT $,75.0,3.96,78.96
2024-04-28,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,5.0,55.0
2024-04-28,"2018 Panini Donruss - Rated Rookie #304 Josh Allen, Josh Allen (RC)",47.0,3.84,50.84
2024-04-28,2018 Donruss Josh Allen Rated Rookie RC RR,55.0,6.15,61.15
2024-04-28,2018 Donruss Football JOSH ALLEN Rated Rookie Card #304 NM RC Buffalo Bills,71.0,6.0,77.0
2024-04-28,2018 Donruss Football JOSH ALLEN Press Proof Blue Rated Rookie Card #304 MINT!!,51.0,6.0,57.0
2024-04-28,2018 Panini Donruss JOSH ALLEN Gridiron Kings Rookie Insert #RGK-4 MINT!! Bills,7.5,6.0,13.5
2024-04-27,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) ROOKIE,41.0,5.25,46.25
2024-04-27,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),66.0,1.12,67.12
2024-04-27,2018 Panini Donruss - Rated Rookie  #304 Josh Allen (RC)!Read Description ,40.0,4.02,44.02
2024-04-25,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),54.99,4.02,59.01
2024-04-25,2018 DONRUSS #304 JOSH ALLEN RC Rated Rookie PSA 9 TZ,50.0,5.85,55.85
2024-04-25,2018 DONRUSS THE ROOKIES #R-4 JOSH ALLEN RC NMMT *328230,27.0,3.0,30.0
2024-04-25,2018 DONRUSS ROOKIE THREADS #4 JOSH ALLEN RC JERSEY NMMT *328228,31.0,3.0,34.0
2024-04-25,2018 DONRUSS #304 JOSH ALLEN RC MINT *327836,51.0,3.0,54.0
2024-04-25,2018 Panini Donruss JOSH ALLEN Rookie Phenom RC PLAYER WORN Jersey Patch Relic,60.0,4.99,64.99
2024-04-25,2018 Donruss Rated Rookie Josh Allen #304,50.0,5.35,55.35
2024-04-24,2018 Panini Donruss - Josh Allen RC Blue Press Proof Rookie (poor condition)!!,10.5,5.99,16.49
2024-04-23,2018 Donruss Josh Allen Rated Rookie RC RR,59.0,0.0,59.0
2024-04-23,2018 Donruss Josh Allen Rated Rookie RC Card 304,50.0,0.0,50.0
2024-04-22,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),54.33,4.36,58.69
https://www.ebay.com/sch/i.html?_nkw=2018+Donruss+-optic+-elite+Josh+Allen&Graded=No&_sacat=0&type=s&_dcat=261328&LH_Complete=1&LH_Sold=1&_ipg=240
Year,Product,Player Name
2018,Donruss+-optic+-elite,JoshAllen
