Sold Date,Name,Main Price,Shipping Cost,Listing Total
2024-07-07,2019 Panini Prizm Kyler Murray Base #301 Rookie RC Cardinals,5.5,5.25,10.75
2024-07-07,2019 Panini Prizm Kyler Murray Rookie Card RC #301 Arizona Cardinals,10.0,4.75,14.75
2024-07-06,2019 Panini Prizm Kyler Murray Base #301 Rookie RC Cardinals,5.5,3.96,9.46
2024-07-05,2019 Panini Prizm Kyler Murray Base Rookie Card RC #301 Arizona Cardinals,19.99,1.25,21.24
2024-07-03,Kyler Murray 2019 Panini Prizm Rookie Card RC #301 Arizona Cardinals  A27,1.76,5.0,6.76
2024-07-03,2019 Panini Prizm - Rookies #301 Kyler Murray (RC),8.0,2.5,10.5
2024-07-01,2019 Panini Prizm Kyler Murray Base #301 Rookie RC Cardinals,5.5,1.25,6.75
2024-06-30,2019 Panini Prizm Kyler Murray Base Rookie Card RC #301 Arizona Cardinals,11.95,0.0,11.95
2024-06-26,2019 Panini Prizm Kyler Murray Base Rookie Card RC #301 Arizona Cardinals,14.99,0.69,15.68
2024-06-25,2019 Panini Prizm #301 Kyler Murray Rookie Arizona Cardinals Football Card,9.99,0.0,9.99
2024-06-24,2019 Panini Prizm #301 Kyler Murray Arizona Cardinals Rookie RC Prizm,0.99,1.25,2.24
2024-06-23,"K219,168 -  2019 Panini Prizm #301 Kyler Murray RC",10.0,3.0,13.0
2024-06-23,2019 Panini Prizm #301 Kyler Murray Arizona Cardinals Rookie RC Prizm,14.99,0.0,14.99
2024-06-21,2019 Panini Prizm Kyler Murray Base Rookie Card RC #301 Arizona Cardinals Rookie,9.5,0.0,9.5
2024-06-18,2019 Panini Prizm Kyler Murray Rookie RC #301 Arizona Cardinals (B),7.5,4.75,12.25
2024-06-18,2019 Panini Prizm Kyler Murray Rookie RC #301 Arizona Cardinals (A),3.88,4.75,8.63
2024-06-12,2019 Panini Prizm Rookies Lazer Prizm Kyler Murray #301 Rookie RC,69.54,4.99,74.53
"https://www.ebay.com/sch/i.html?_nkw=2019+Panini+Prizm+Kyler+Murray+301+-CSG+-PSA+-BGS+-SGC+-HGA+-parallel+-silver+-orange+-blue+-green+-""neon+green""+-pink+-red+-""red+white+blue""+-purple+-gold+-black&Graded=No&_sacat=0&type=s&_dcat=261328&LH_Complete=1&LH_Sold=1&_ipg=240"
Year,Product,Player Name
2019,Panini+Prizm,KylerMurray
