Sold Date,Name,Main Price,Shipping Cost,Listing Total,Listing Type
2024-11-16,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),127.0,4.37,131.37,or Best Offer
2024-11-15,2018 Panini Donruss JOSH ALLEN RATED ROOKIE RC #304 PSA 10 GEM MT BUFFALO BILLS,141.36,6.3,147.66,23 bids
2024-11-15,2018 PANINI DONRUSS #304 JOSH ALLEN ROOKIE RC PSA 10,127.5,4.99,132.49,25 bids
2024-11-15,2018 PANINI DONRUSS JOSH ALLEN #304 BUFFALO BILLS ROOKIE RC PSA 10 GEM MT,186.99,5.99,192.98,Buy It Now
2024-11-15,Josh Allen Rated Rookie 2018 Panini Donruss #304 PSA 10 Free Shipping!,135.99,0.0,135.99,Buy It Now
2024-11-14,2018 Donruss Josh Allen #304 RATED ROOKIE PSA 10 GEM MT! (RC) BILLS MAFIA!🔥🔥,150.0,5.75,155.75,or Best Offer
2024-11-13,2018 Panini Donruss #304 JOSH ALLEN RC Buffalo Bills PSA 10 🔥 Rookie Card,129.37,4.99,134.36,14 bids
2024-11-13,2018 Panini Donruss #304 JOSH ALLEN RC Buffalo Bills PSA 10 🔥 Rookie Card,129.96,4.99,134.95,or Best Offer
2024-11-13,2018 Panini Donruss JOSH ALLEN #304 Rookie RC PSA 10 GEM MT Buffalo Bills,129.99,5.0,134.99,1 bid
2024-11-12,2018 PANINI DONRUSS #304 JOSH ALLEN RC RATED ROOKIE BILLS PSA 10 F3996556-358,139.99,5.0,144.99,Buy It Now
2024-11-12,Josh Allen Rated Rookie 2018 Panini Donruss  #304  PSA 10   Free Shipping,135.99,0.0,135.99,Buy It Now
2024-11-12,2018 PANINI DONRUSS #304 JOSH ALLEN RC BILLS PSA 10,140.0,6.09,146.09,or Best Offer
2024-11-11,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) PSA 10 GEM MINT,120.5,6.5,127.0,4 bids
2024-11-11,2018 PANINI DONRUSS #304 JOSH ALLEN RC BUFFALO BILLS PSA 10 GEM MT RATED ROOKIE,165.5,6.05,171.55,19 bids
2024-11-11,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),125.0,4.26,129.26,1 bid
2024-11-11,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),113.61,4.46,118.07,20 bids
2024-11-10,2018 Panini Donruss Rated Rookie Josh Allen Psa 10 Rc #304,123.5,5.0,128.5,23 bids
2024-11-10,2018 Panini Donruss Josh Allen Rated Rookie #304 PSA 10 Gem Mint,111.27,4.99,116.26,24 bids
2024-11-10,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) PSA 10,143.0,4.43,147.43,or Best Offer
2024-11-10,2018 PANINI DONRUSS #304 JOSH ALLEN ROOKIE RC PSA 10,123.0,4.99,127.99,29 bids
2024-11-10,2018 Panini Donruss Josh Allen Rated Rookie RC #304 PSA 10 Gem Mint Bills,133.49,6.05,139.54,6 bids
2024-11-10,2018 Panini Donruss Josh Allen RC #304 PSA 10 Gem Mint Rated Rookie,137.99,5.3,143.29,or Best Offer
2024-11-09,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),135.5,4.26,139.76,16 bids
2024-11-09,2018 Panini Donruss JOSH ALLEN #304 Rookie RC PSA 10 GEM MT Buffalo Bills ⭐ QB!,127.75,5.49,133.24,15 bids
2024-11-09,2018 Donruss Josh Allen Rated Rookie RC #304 PSA 10 GEM MT Bills,150.0,7.5,157.5,Buy It Now
2024-11-09,2018 PANINI DONRUSS #304 JOSH ALLEN RC RATED ROOKIE BILLS PSA 10 F4103380-964,139.95,5.0,144.95,Buy It Now
2024-11-08,2018 PANINI DONRUSS JOSH ALLEN #304 BUFFALO BILLS ROOKIE RC PSA 10 GEM MT,186.99,5.99,192.98,Buy It Now
2024-11-07,2018 Panini Donruss Josh Allen  Rated Rookie #304 SGC 10 GEM MINT,105.0,4.43,109.43,or Best Offer
2024-11-07,RC PSA 10 Josh Allen RATED ROOKIE 2018 Panini Donruss #304 GEM Mint,139.99,4.16,144.15,or Best Offer
2024-11-07,2018 PANINI DONRUSS #304 JOSH ALLEN ROOKIE RC PSA 10,124.99,4.99,129.98,1 bid
2024-11-06,2018 Panini Donruss JOSH ALLEN #304 PSA 10 Rated Rookie GEM MINT Bills RC QB 🔥,135.0,4.0,139.0,1 bid
2024-11-06,2018 Donruss #304 Josh Allen Buffalo Bills RC Rookie PSA 10 GEM MINT,119.5,5.0,124.5,12 bids
2024-11-06,2018 Donruss #304 Josh Allen Buffalo Bills RC Rookie PSA 10 GEM MINT,117.5,5.0,122.5,9 bids
2024-11-06,2018 Donruss #304 Josh Allen Buffalo Bills RC Rookie PSA 10 GEM MINT,103.0,5.0,108.0,15 bids
2024-11-06,2018 Donruss #304 Josh Allen Buffalo Bills RC Rookie PSA 10 GEM MINT,105.01,5.0,110.01,6 bids
2024-11-06,2018 Donruss #304 Josh Allen Buffalo Bills RC Rookie PSA 10 GEM MINT,105.01,5.0,110.01,9 bids
2024-11-05,2018 Panini Donruss Josh Allen Rated Rookie Card RC #304 PSA 10 GEM MINT Bills,128.05,4.75,132.8,25 bids
2024-11-04,PSA 10 GEM MINT 2018 Donruss Rated Rookie JOSH ALLEN Rookie RC #304 BILLS!!!,139.99,5.99,145.98,or Best Offer
2024-11-04,2018 Panini Donruss JOSH ALLEN #304 Rookie RC PSA 10 GEM MT Buffalo Bills ⭐ QB!,140.0,0.0,140.0,or Best Offer
2024-11-04,2018 DONRUSS #304 JOSH ALLEN RC RATED ROOKIE BILLS SGC 10,112.5,6.45,118.95,3 bids
2024-11-03,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),255.0,4.58,259.58,14 bids
2024-11-03,6567 Josh Allen 2018 Panini Donruss Rated Rookie RC 304 Bills GMA 10 GEM MINT,56.0,5.0,61.0,22 bids
2024-11-03,PSA 10 Josh Allen 2018 Panini Donruss Rated Rookie #304 GEM MINT Bills RC,150.0,5.85,155.85,or Best Offer
2024-11-02,2018 PANINI DONRUSS #304 JOSH ALLEN ROOKIE RC PSA 10,150.0,4.99,154.99,23 bids
2024-11-01,2018 PANINI DONRUSS #304 JOSH ALLEN RC BILLS PSA 10,140.0,4.43,144.43,Best offer accepted
2024-11-01,2018 Panini Donruss JOSH ALLEN #304 Rookie RC PSA 10 GEM MT Buffalo Bills ⭐ QB!,134.99,4.99,139.98,Buy It Now
2024-11-01,SGC 10 2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),124.99,3.99,128.98,Buy It Now
2024-10-31,2018 Panini Donruss Rated Rookie Josh Allen #304 PSA 10 GEM MT Rookie RC,154.1,5.99,160.09,Buy It Now
2024-10-30,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) PSA 10 ,110.5,4.38,114.88,8 bids
2024-10-30,Josh Allen RC 2018 Donruss # 304 PSA 10,125.0,5.98,130.98,1 bid
2024-10-30,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),150.0,4.26,154.26,Best offer accepted
2024-10-30,2018 PANINI DONRUSS #304 JOSH ALLEN RC BUFFALO BILLS PSA 10 GEM MT RATED ROOKIE,137.5,0.0,137.5,29 bids
2024-10-30,2018 PANINI DONRUSS #304 JOSH ALLEN RC BILLS PSA 10,142.5,4.26,146.76,13 bids
2024-10-30,2018 Panini Donruss - Rated Rookie #304 JOSH ALLEN (RC) PSA 10 GEM MINT-MVP??,140.0,5.4,145.4,or Best Offer
2024-10-29,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) PSA 9 MINT 🔥🔥,62.99,5.85,68.84,Buy It Now
2024-10-29,2018 PANINI DONRUSS #304 JOSH ALLEN RC BILLS PSA 10 ,132.5,4.37,136.87,19 bids
2024-10-29,2018 PANINI DONRUSS #304 JOSH ALLEN RC BILLS PSA 10 ,112.5,4.37,116.87,27 bids
2024-10-29,2018 Josh Allen Donruss #304 Rated Rookie Card RC PSA 10,150.0,4.0,154.0,or Best Offer
2024-10-29,2018 Panini Donruss #304 Josh Allen Buffalo Bills RC Rookie PSA 10 GEM MINT,119.5,6.95,126.45,23 bids
2024-10-28,2018 PANINI DONRUSS #304 JOSH ALLEN RC BILLS PSA 10,141.23,0.0,141.23,Buy It Now
2024-10-28,Josh Allen 2018 Panini Donruss #304 RC PSA 10 GEM Rated Rookie RC Bills,129.99,4.99,134.98,or Best Offer
2024-10-27,2018 PANINI DONRUSS FOOTBALL #304. ***JOSH ALLEN RC***...***PSA 10***,105.5,10.0,115.5,16 bids
2024-10-27,"2018 Donruss JOSH ALLEN #304 ROOKIE CARD ""RR"" PSA 10 GEM MT Buffalo Bills",115.5,4.95,120.45,22 bids
2024-10-27,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) Buffalo Bills ,104.5,4.37,108.87,14 bids
2024-10-27,2018 Donruss Josh Allen Rated Rookie Card RC #304 PSA 10 Bills,157.5,4.75,162.25,45 bids
2024-10-27,2018 Panini Donruss JOSH ALLEN #304 Rookie RC PSA 10 GEM MT Buffalo Bills ⭐ QB!,134.99,4.38,139.37,Buy It Now
2024-10-25,2018 Panini Donruss Josh Allen RC PSA 10 GEM MT - Buffalo Bills #304,134.99,5.0,139.99,Buy It Now
2024-10-24,2018 Panini Donruss #304 Josh Allen RC Rookie Gem Mint PSA 10,111.11,5.99,117.1,23 bids
2024-10-24,2018 Panini Donruss #304 Josh Allen RC Rookie Gem Mint PSA 10,104.01,5.99,110.0,13 bids
2024-10-24,2018 Panini Donruss #304 Josh Allen RC Rookie Gem Mint PSA 10,113.61,5.99,119.6,10 bids
2024-10-24,2018 Panini Donruss #304 Josh Allen RC Rookie Gem Mint PSA 10,104.01,5.99,110.0,22 bids
2024-10-24,2018 Panini Donruss #304 Josh Allen RC Rookie Gem Mint PSA 10,116.5,5.99,122.49,17 bids
2024-10-24,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) PSA 10 Gem,150.0,4.62,154.62,1 bid
2024-10-22,2018 Panini Donruss #304 Josh Allen RC Rookie Gem Mint PSA 10,113.27,5.99,119.26,16 bids
2024-10-22,2018 Panini Donruss #304 Josh Allen RC Rookie Gem Mint PSA 10,108.5,5.99,114.49,26 bids
2024-10-22,2018 Panini Donruss #304 Josh Allen RC Rookie Gem Mint PSA 10,105.05,5.99,111.04,14 bids
2024-10-22,2018 Panini Donruss #304 Josh Allen RC Rookie Gem Mint PSA 10,108.5,5.99,114.49,29 bids
2024-10-22,2018 Panini Donruss #304 Josh Allen RC Rookie Gem Mint PSA 10,117.5,5.99,123.49,16 bids
2024-10-22,2018 Panini Donruss #304 Josh Allen RC Rookie Gem Mint PSA 10,112.5,5.99,118.49,24 bids
2024-10-21,2018 Panini Donruss Rated Rookie #304 Josh Allen RC Rookie Gem Mint PSA 10,127.5,5.99,133.49,17 bids
2024-10-20,2018 Panini Donruss #304 Josh Allen Buffalo Bills RC Rookie PSA 10 GEM MINT,117.5,5.0,122.5,19 bids
2024-10-20,2018 Panini Donruss #304 Josh Allen Buffalo Bills RC Rookie PSA 10 GEM MINT,115.5,5.0,120.5,15 bids
2024-10-20,2018 Panini Donruss #304 Josh Allen Buffalo Bills RC Rookie PSA 10 GEM MINT,122.5,5.0,127.5,21 bids
2024-10-20,2018 Donruss #304 Josh Allen Buffalo Bills RC Rookie PSA 10 GEM MINT,107.51,5.0,112.51,12 bids
2024-10-20,2018 Donruss #304 Josh Allen Buffalo Bills RC Rookie PSA 10 GEM MINT,106.02,5.0,111.02,7 bids
2024-10-20,2018 Donruss #304 Josh Allen Buffalo Bills RC Rookie PSA 10 GEM MINT,116.5,5.0,121.5,10 bids
2024-10-20,2018 Donruss #304 Josh Allen Buffalo Bills RC Rookie PSA 10 GEM MINT,103.5,5.0,108.5,14 bids
2024-10-20,2018 Donruss #304 Josh Allen Buffalo Bills RC Rookie PSA 9 MINT,41.0,5.0,46.0,17 bids
2024-10-20,2018 Donruss #304 Josh Allen Buffalo Bills RC Rookie PSA 10 GEM MINT,102.51,5.0,107.51,9 bids
2024-10-19,2018 Donruss #304 Josh Allen Buffalo Bills RC Rookie PSA 10 GEM MINT,127.5,5.0,132.5,Best offer accepted
2024-10-19,2018 Donruss #304 Josh Allen Buffalo Bills RC Rookie PSA 10 GEM MINT,105.01,5.0,110.01,11 bids
2024-10-19,2018 Donruss #304 Josh Allen (PSA 10),135.0,2.95,137.95,17 bids
2024-10-18,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) Gem Mt. 10!!!,110.0,4.37,114.37,Best offer accepted
2024-10-18,JOSH ALLEN BUFFALO BILLS ROOKIE 2018 PANINI DONRUSS RATED ROOKIE #304 GEM PSA 10,156.74,4.99,161.73,Best offer accepted
2024-10-17,2018 PANINI DONRUSS #304 JOSH ALLEN RC RATED ROOKIE BILLS PSA 10 F4103380-964,139.99,5.0,144.99,13 bids
2024-10-17,2018 Donruss Josh Allen - Rated Rookie #304 (RC) PSA 10,133.5,4.37,137.87,Best offer accepted
2024-10-16,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) SGC 10 GEM MT 🔥,82.0,4.31,86.31,Buy It Now
2024-10-16,2018 Panini Donruss JOSH ALLEN #304 PSA 10 Rated Rookie GEM MINT Bills RC QB 🔥,138.5,4.31,142.81,19 bids
2024-10-16,Josh Allen 2018 Panini Donruss Rated Rookie #304 PSA 10 GEM MINT Buffalo Bills,179.9,0.0,179.9,12 bids
2024-10-15,2018 Donruss Josh Allen Rated Rookie RC #304 PSA 10 GEM MT Bills,128.5,4.75,133.25,19 bids
2024-10-15,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),122.5,4.26,126.76,or Best Offer
2024-10-14,2018 PANINI DONRUSS #304 JOSH ALLEN RC BILLS PSA 10 Rookie,111.5,5.55,117.05,17 bids
2024-10-13,2018 Josh Allen  Panini Donruss - Rated Rookie #304  (RC) PSA 10 🔥,110.02,4.38,114.4,11 bids
2024-10-13,2018 Donruss Football Josh Allen #304 Rated Rookie PSA 10 Buffalo Bills RC BW3,115.73,4.5,120.23,11 bids
2024-10-13,JOSH ALLEN BUFFALO BILLS ROOKIE 2018 PANINI DONRUSS RATED ROOKIE #304 GEM PSA 10,141.0,6.45,147.45,11 bids
2024-10-13,2018 Josh Allen Panini Donruss Rated Rookie PSA 10 - #304 ,128.0,5.65,133.65,20 bids
2024-10-12,2018 Panini Donruss Rated Rookie Josh Allen #304 PSA 10 GEM MT Rookie RC,123.91,4.99,128.9,4 bids
2024-10-12,2018 PANINI DONRUSS #304 JOSH ALLEN RC BILLS PSA 10 Rookie,150.0,5.85,155.85,Buy It Now
2024-10-11,2018 Panini Donruss Rated Rookie #304 Josh Allen (RC) - PSA 10,130.5,4.37,134.87,29 bids
2024-10-11,2018 Panini Donruss Josh Allen Rated Rookie #304 Buffalo Bills - PSA 10 GEM MINT,111.5,4.43,115.93,Buy It Now
2024-10-10,2018 PANINI DONRUSS JOSH ALLEN RATED ROOKIE #304 PSA 10,131.65,12.78,144.43,8 bids
2024-10-10,2018 PANINI DONRUSS #304 JOSH ALLEN RATED ROOKIE RC GEM MINT PSA 10,145.28,7.45,152.73,19 bids
2024-10-09,2018 Panini Donruss #304 Josh Allen RC Rookie Gem Mint PSA 10,105.5,5.99,111.49,23 bids
2024-10-09,2018 Panini Donruss #304 Josh Allen RC Rookie Gem Mint PSA 10,104.01,5.99,110.0,29 bids
2024-10-09,2018 Panini Donruss #304 Josh Allen RC Rookie Gem Mint PSA 10,113.61,5.99,119.6,12 bids
2024-10-09,2018 Panini Donruss #304 Josh Allen RC Rookie Gem Mint PSA 10,113.65,5.99,119.64,9 bids
2024-10-09,2018 Panini Donruss #304 Josh Allen RC Rookie Gem Mint PSA 10,115.5,5.99,121.49,20 bids
2024-10-09,2018 Panini Donruss Josh Allen Rated Rookie RC #304 PSA 10 Buffalo Bills,107.52,6.45,113.97,27 bids
2024-10-09,2018 Panini Donruss #304 / Josh Allen ROOKIE / PSA 10 GEM MINT,120.0,4.95,124.95,14 bids
2024-10-09,2018 PANINI DONRUSS JOSH ALLEN PSA 10 GEM MINT ROOKIE CARD #304 BUFFALO BILLS RC,150.0,4.58,154.58,21 bids
2024-10-08,96801776 Josh Allen 2018 Panini Donruss 304 Rated Rookie RC PSA 10,113.5,5.0,118.5,25 bids
2024-10-08,2018 Panini Donruss JOSH ALLEN #304 Rookie RC PSA 10 GEM MT Buffalo Bills ⭐ QB!,125.78,0.0,125.78,1 bid
2024-10-08,2018 PANINI DONRUSS #304 JOSH ALLEN RATED ROOKIE RC BILLS PSA 10,134.84,14.19,149.03,17 bids
2024-10-08,2018 PANINI DONRUSS #304 JOSH ALLEN RC BILLS PSA 10,133.51,5.9,139.41,or Best Offer
2024-10-07,2018 Panini Donruss #304 Josh Allen RC Rookie Gem Mint PSA 10,108.05,5.99,114.04,Best offer accepted
2024-10-07,2018 Panini Donruss #304 Josh Allen RC Rookie Gem Mint PSA 10,107.5,5.99,113.49,25 bids
2024-10-07,2018 Panini Donruss #304 Josh Allen RC Rookie Gem Mint PSA 10,106.01,5.99,112.0,25 bids
2024-10-07,2018 Panini Donruss #304 Josh Allen RC Rookie Gem Mint PSA 10,105.05,5.99,111.04,19 bids
2024-10-07,2018 Panini Donruss #304 Josh Allen RC Rookie Gem Mint PSA 10,106.51,5.99,112.5,16 bids
2024-10-07,2018 Donruss #304 Josh Allen Buffalo Bills RC Rookie SGC 10 GEM MINT,83.11,5.0,88.11,11 bids
2024-10-06,2018 PANINI DONRUSS JOSH ALLEN #304 PSA 10 GEM MINT,120.0,4.43,124.43,14 bids
2024-10-06,2018 PANINI DONRUSS #304 JOSH ALLEN ROOKIE RC PSA 10,149.99,4.99,154.98,14 bids
2024-10-06,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),123.0,5.85,128.85,21 bids
2024-10-06,2018 Panini Donruss Josh Allen #304 Rated Rookie - Gem 💎 Mint 10,107.99,5.65,113.64,2 bids
2024-10-05,"2018 Donruss JOSH ALLEN #304 ROOKIE CARD ""RR"" PSA 10 GEM MT Buffalo Bills",122.55,4.95,127.5,or Best Offer
2024-10-05,2018 Panini Donruss Josh Allen Rated Rookie #304 Buffalo Bills - PSA 10 GEM MINT,152.5,4.43,156.93,Best offer accepted
2024-10-05,2018 Panini Donruss Rated Rookie Josh Allen RC #304 PSA 10,149.99,5.0,154.99,19 bids
2024-10-04,2018 Panini Donruss #304 Josh Allen RC ROOKIE PSA 10,51.35,6.65,58.0,23 bids
2024-10-03,96031461 JOSH ALLEN 2018 Panini Donruss #304 Rated Rookie RC PSA 10,142.5,5.0,147.5,or Best Offer
2024-10-03,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),150.0,4.54,154.54,1 bid
2024-10-02,2018 Panini Donruss Josh Allen Rated Rookie (RC) PSA 10 GEM MT #304,150.0,4.62,154.62,20 bids
2024-10-02,JOSH ALLEN 2018 Panini Donruss RATED ROOKIE #304 SGC 10 GEM MINT,96.0,6.45,102.45,1 bid
2024-10-02,Josh Allen 2018 Panini Donruss Rated Rookie RC #304 PSA 10 BILLS,177.42,14.19,191.61,or Best Offer
2024-10-01,Josh Allen 2018 Donruss Rated Rookie RC Buffalo Bills #304 SGC 10 N26,90.0,5.0,95.0,12 bids
2024-10-01,2018 PANINI DONRUSS JOSH ALLEN #304 PSA 10 GEM MINT,135.0,6.65,141.65,Best offer accepted
2024-10-01,Josh Allen 2018 Panini Donruss Rated Rookie PSA 10 Buffalo Bills No 304,132.1,4.37,136.47,12 bids
2024-10-01,2018 PANINI DONRUSS #304 JOSH ALLEN RC BILLS PSA 10,130.0,4.5,134.5,21 bids
2024-10-01,JOSH ALLEN  2018 Donruss Rated Rookie (RC) #304  PSA 10 !!! Buffalo Bills,175.0,5.25,180.25,23 bids
2024-09-30,2018 PANINI DONRUSS #304 JOSH ALLEN RC BILLS PSA 10,150.0,0.0,150.0,Buy It Now
2024-09-30,2018 PANINI DONRUSS #304 JOSH ALLEN ROOKIE RC PSA 10,157.5,4.99,162.49,Buy It Now
2024-09-30,JOSH ALLEN 2018 Donruss Rated Rookie #304 PSA 10 GEM *cd,124.5,5.5,130.0,or Best Offer
2024-09-30,Josh Allen 2018 Panini Donruss Rookie Card #304 PSA 10 Gem Mint,152.95,0.0,152.95,30 bids
2024-09-29,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) PSA GEM MINT 10,199.99,10.0,209.99,18 bids
2024-09-29,2018 PANINI DONRUSS #304 JOSH ALLEN ROOKIE RC PSA 10,183.5,5.0,188.5,Buy It Now
2024-09-29,2018 Donruss #304 Josh Allen Buffalo Bills RC Rookie PSA 10 GEM MINT,142.51,6.3,148.81,Was: $169.95
2024-09-29,2018 PANINI DONRUSS JOSH ALLEN RATED ROOKIE #304 PSA 10,122.43,17.74,140.17,1 bid
2024-09-29,2018 Panini Donruss Josh Allen Rated Rookie #304 Buffalo Bills - PSA 10 GEM MINT,149.99,6.45,156.44,26 bids
2024-09-29,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) PSA 10 Gem Mint🔥📈🔥,190.5,6.3,196.8,16 bids
2024-09-29,2018 Panini Donruss Josh Allen Rated Rookie #304 Buffalo Bills - PSA 10 GEM MINT,149.99,5.9,155.89,20 bids
2024-09-28,2018 Donruss Josh Allen Rated Rookie #304 PSA Gem Mint 10,133.5,5.09,138.59,Buy It Now
2024-09-28,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),126.5,5.65,132.15,21 bids
2024-09-28,2018 Panini Donruss JOSH ALLEN Rated Rookie RC Buffalo Bills #304 PSA 10,140.0,14.99,154.99,or Best Offer
2024-09-28,2018 Panini Donruss JOSH ALLEN  Rated Rookie #304 SGC 10 GEM MINT,102.5,0.0,102.5,14 bids
2024-09-28,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) PSA10 Gem,167.5,4.62,172.12,8 bids
2024-09-28,2018 PANINI DONRUSS #304 JOSH ALLEN RC RATED ROOKIE BILLS PSA 10 F3996370-440,139.99,5.0,144.99,32 bids
2024-09-28,2018 Donruss #304 Josh Allen Rated Rookie RC Rookie Buffalo Bills PSA 10,149.99,0.0,149.99,8 bids
2024-09-27,2018 PANINI DONRUSS #304 JOSH ALLEN RC BILLS PSA 10,131.81,0.0,131.81,5 bids
2024-09-27,Josh Allen 2018 Panini Donruss Rated Rookie Card #304 Bills PSA 10 GEM MINT,140.0,4.62,144.62,Buy It Now
2024-09-27,Josh Allen 2018 Panini Donruss Rated Rookie Card #304 Bills PSA 10 GEM MINT,149.99,4.43,154.42,Buy It Now
2024-09-27,Josh Allen 2018 Panini Donruss Rated Rookie Card #304 Bills PSA 10 GEM MINT,145.0,6.25,151.25,Buy It Now
2024-09-27,2018 DONRUSS #304 JOSH ALLEN RC RATED ROOKIE BILLS SGC 10,127.5,4.62,132.12,Best offer accepted
2024-09-27,2018 PANINI DONRUSS JOSH ALLEN #304 BUFFALO BILLS ROOKIE RC PSA 10 GEM MT,186.99,5.99,192.98,Buy It Now
2024-09-27,2018 Donruss Josh Allen Rookie Bills #304,60.0,4.26,64.26,31 bids
2024-09-26,2018 PANINI DONRUSS JOSH ALLEN RATED ROOKIE #304 PSA 10,218.59,12.78,231.37,Buy It Now
2024-09-26,2018 Josh Allen Panini Donruss Rookie Card PSA 10 #304,145.0,4.58,149.58,Buy It Now
2024-09-26,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),130.01,4.37,134.38,45 bids
2024-09-26,2018 PANINI DONRUSS #304 JOSH ALLEN ROOKIE RC PSA 10,149.5,4.99,154.49,or Best Offer
2024-09-26,2018 PANINI DONRUSS #304 JOSH ALLEN RC RATED ROOKIE BILLS PSA 10 F3996359-524,139.99,5.0,144.99,6 bids
2024-09-26,JOSH ALLEN 2018 Donruss #304 Rated Rookie RC PSA 10 Gem Mint Buffalo Bills,126.99,4.5,131.49,17 bids
2024-09-26,2018 Panini Donruss Rated Rookie #304 Josh Allen RC Rookie Gem Mint PSA 10,145.0,4.43,149.43,Buy It Now
2024-09-26,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) PSA10,149.0,6.3,155.3,Buy It Now
2024-09-25,JOSH ALLEN 2018 Panini Donruss RATED ROOKIE #304 SGC 10 GEM MINT,119.99,6.25,126.24,or Best Offer
2024-09-25,2018  DONRUSS #304 JOSH ALLEN RC RATED ROOKIE PSA 10,159.99,0.0,159.99,Best offer accepted
2024-09-25,83548280 JOSH ALLEN 2018 Panini Donruss #304 Rated Rookie RC Bills PSA 10,155.0,5.0,160.0,Buy It Now
2024-09-25,2018 PANINI DONRUSS #304 JOSH ALLEN RC RATED ROOKIE BILLS PSA 10 F4112534-283,139.99,5.0,144.99,or Best Offer
2024-09-25,Josh Allen RC 2018 Donruss #304 Buffalo Bills Rated Rookie GEM MINT 10,99.99,0.0,99.99,28 bids
2024-09-25,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) PSA 10,144.5,4.62,149.12,Buy It Now
2024-09-25,2018 Panini Donruss Rated Rookie PSA 10 Gem Mint Buffalo Bills #304 Josh Allen,149.0,4.58,153.58,Buy It Now
2024-09-25,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) PSA 10,112.5,4.26,116.76,12 bids
2024-09-24,2018 PANINI DONRUSS #304 JOSH ALLEN ROOKIE RC PSA 10,149.99,4.99,154.98,or Best Offer
2024-09-24,2018 Donruss 304 Josh Allen SGC 10 RC Rookie,123.5,4.43,127.93,35 bids
