Sold Date,Name,Main Price,Shipping Cost,Listing Total,Listing Type
2024-10-15,2018 Donruss Josh Allen Rated Rookie RC #304 Bills,40.0,5.55,45.55,1 bid
2024-10-15,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),43.0,4.37,47.37,9 bids
2024-10-14,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),44.99,4.26,49.25,Buy It Now
2024-10-14,2018 Donruss Josh Allen Rated Rookie #304 Bills,44.99,4.59,49.58,Buy It Now
2024-10-14,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),39.99,1.5,41.49,or Best Offer
2024-10-13,JOSH ALLEN 2018 PANINI DONRUSS FOOTBALL #304 RATED ROOKIE BILLS RC ,34.0,5.5,39.5,20 bids
2024-10-13,2018 Panini Donruss RATED ROOKIE #304 Josh Allen RC,38.0,6.65,44.65,19 bids
2024-10-13,2018 Panini Donruss RATED ROOKIE #304 Josh Allen RC Buffalo Bills,43.0,5.58,48.58,14 bids
2024-10-13,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),47.0,1.25,48.25,13 bids
2024-10-10,JOSH ALLEN Rookie Card 2018 Panini Donruss Rated Rookie RC #304 🏈 ,49.07,4.75,53.82,6 bids
2024-10-09,2018 Donruss #304 Josh Allen RR RC Rookie Bills,59.99,0.75,60.74,Buy It Now
2024-10-08,Josh Allen Rated Rookie RC 2018 Panini Donruss 304,54.99,5.95,60.94,or Best Offer
2024-10-08,2018 PANINI DONRUSS JOSH ALLEN RATED ROOKIE RC NFL FOOTBALL CARD#304 NM-MT ,45.0,6.5,51.5,12 bids
2024-10-07,2018 Panini Donruss Josh Allen Rookie RC #304 Buffalo Bills,54.0,4.75,58.75,14 bids
2024-10-07,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),74.99,5.0,79.99,Best offer accepted
2024-10-06,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),40.0,4.37,44.37,1 bid
2024-10-06,2018 PANINI DONRUSS JOSH ALLEN RATED ROOKIE RC NFL FOOTBALL CARD#304 NM-MT *YCC*,56.0,4.2,60.2,24 bids
2024-10-06,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),37.0,4.37,41.37,14 bids
2024-10-04,JOSH ALLEN Rookie Card 2018 Panini Donruss Rated Rookie RC #304 🏈 JC,54.99,5.0,59.99,Best offer accepted
2024-10-04,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),41.0,5.65,46.65,25 bids
2024-10-03,JOSH ALLEN Rookie Card 2018 Panini Donruss Rated Rookie RC #304 🏈 ,46.0,4.46,50.46,9 bids
2024-10-01,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),59.0,4.37,63.37,14 bids
2024-10-01,2018 Donruss Josh Allen #304 Rated Rookie Buffalo Bills,60.0,5.9,65.9,Buy It Now
2024-09-30,2018 Panini Donruss Rated Rookie Josh Allen #304 Football Rookie card,57.79,0.0,57.79,Was: $84.99
2024-09-29,2018 DONRUSS JOSH ALLEN RATED ROOKIE #304!  SHARP LOOKING  ,49.0,5.5,54.5,Buy It Now
2024-09-28,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),60.0,4.46,64.46,or Best Offer
2024-09-28,2018 Panini Donruss Football Josh Allen BILLS #304 Rated Rookie RC,59.99,4.95,64.94,or Best Offer
2024-09-28,2018 Josh Allen Panini Donruss - 💥Rated Rookie #304  (RC)  💥🏈 Nice Card!,59.99,4.16,64.15,or Best Offer
2024-09-28,2018 Panini Donruss - Rated Rookie #304 Josh Allen RC (read description),49.99,4.58,54.57,or Best Offer
2024-09-28,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),66.0,5.5,71.5,23 bids
2024-09-27,2018 Josh Allen Panini Donruss - 💥Rated Rookie #304  (RC)  💥🏈,58.0,5.9,63.9,Buy It Now
2024-09-26,"2018 Panini Donruss Rated Rookie Josh Allen Rookie Card #304 ""Bills"" (RC)",57.0,0.0,57.0,18 bids
2024-09-26,2018 Panini Donruss Josh Allen #304,61.6,4.99,66.59,Best offer accepted
2024-09-25,2018 Josh Allen Panini Donruss - 💥Rated Rookie #304  (RC)  💥🏈 Nice Card!,59.99,4.16,64.15,or Best Offer
2024-09-25,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),249.99,5.65,255.64,Best offer accepted
2024-09-25,2018 Panini Donruss Rated Rookie Josh Allen #304 Rookie RC Buffalo Bills,68.99,4.49,73.48,or Best Offer
2024-09-24,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),40.0,4.37,44.37,Best offer accepted
2024-09-24,2018 Panini Donruss Josh Allen Rated Rookie #304,55.0,7.5,62.5,Best offer accepted
2024-09-24,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),45.0,4.58,49.58,or Best Offer
2024-09-24,2018 Panini Donruss Josh Allen #304 Rated Rookie RC Buffalo Bills,49.99,4.58,54.57,Buy It Now
2024-09-23,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),53.88,4.0,57.88,16 bids
2024-09-23,2018 Panini Donruss Rated Rookie Josh Allen #304 Rookie RC,42.77,4.99,47.76,11 bids
2024-09-23,2018 Panini Donruss Josh Allen Rated Rookie RC #304,49.99,5.85,55.84,Buy It Now
2024-09-22,2018 Panini Donruss Rated Rookie Josh Allen #304 Rookie RC READ,20.5,4.99,25.49,18 bids
2024-09-22,2018 Donruss #304 Josh Allen RC Rookie,49.99,0.99,50.98,Best offer accepted
2024-09-22,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),80.0,5.85,85.85,Best offer accepted
2024-09-21,2018 Josh Allen Panini Donruss - 💥Rated Rookie #304  (RC)  💥🏈 Nice Card!,47.0,5.0,52.0,11 bids
2024-09-21,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),46.0,5.25,51.25,21 bids
2024-09-21,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,5.9,55.9,Best offer accepted
2024-09-19,Josh Allen 2018 Panini Donruss Rated Rookie RC #304,61.0,4.58,65.58,16 bids
2024-09-19,2018 JOSH ALLEN Donruss Rated Rookie #304 💎Clean💎 Pack Fresh 🦬 Bills RC,99.99,4.16,104.15,or Best Offer
2024-09-18,Josh Allen 2018 Panini Donruss Rated Rookie Buffalo Bills RC #304,57.47,5.15,62.62,Buy It Now
2024-09-18,2018 Josh Allen Panini Donruss - 💥Rated Rookie #304  (RC)  💥🏈,58.0,4.99,62.99,Buy It Now
2024-09-18,2018 Donruss #304 Josh Allen Bills Rated Rookie MINT,50.32,1.26,51.58,18 bids
2024-09-18,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),60.0,4.46,64.46,Best offer accepted
2024-09-17,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),65.0,5.55,70.55,Best offer accepted
2024-09-17,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),65.0,5.55,70.55,Best offer accepted
2024-09-17,2018 Donruss #304 Josh Allen Rated Rookie Donruss,54.99,4.95,59.94,Best offer accepted
2024-09-17,2018 Panini Donruss Rated Rookie Josh Allen RC #304 Buffalo Bills 🔥🔥,54.99,4.25,59.24,Best offer accepted
2024-09-17,2018 Panini Donruss - Rated Rookie #304 Josh Allen RC (read description),49.99,4.58,54.57,Best offer accepted
2024-09-16,JOSH ALLEN 2018 Panini Donruss RATED ROOKIE RC #304 - BUFFALO BILLS!!,56.0,4.99,60.99,30 bids
2024-09-13,2018 Panini Donruss Rated Rookie Josh Allen RC #304 Buffalo Bills,75.0,0.0,75.0,or Best Offer
2024-09-12,2018 Panini Donruss - Rated Rookie #304 Josh Allen Bills HOT,47.0,0.0,47.0,14 bids
2024-09-12,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),41.0,4.46,45.46,2 bids
2024-09-12,2018 Donruss Rated Rookie Josh Allen Buffalo Bills #304 RC,43.13,6.11,49.24,or Best Offer
2024-09-12,2018 Donruss Rated Rookie Josh Allen Buffalo Bills #304 RC,55.0,5.5,60.5,or Best Offer
2024-09-11,2018 Josh Allen Panini Donruss - 💥Rated Rookie #304  (RC)  💥🏈,58.0,4.99,62.99,Buy It Now
2024-09-11,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) *Read Description *,26.0,5.65,31.65,7 bids
2024-09-10,2018 Panini Donruss Josh Allen Rated Rookie Card Bills #304 NFL,29.99,4.26,34.25,1 bid
2024-09-09,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),85.0,0.0,85.0,Best offer accepted
2024-09-09,2018 Donruss Rated Rookie Josh Allen Buffalo Bills #304,50.0,4.99,54.99,Best offer accepted
2024-09-09,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),55.0,4.26,59.26,or Best Offer
2024-09-08,DA84578  2018 Donruss #304 Josh Allen RR RC,57.0,5.0,62.0,13 bids
2024-09-08,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),35.0,4.37,39.37,or Best Offer
2024-09-08,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),45.0,4.37,49.37,Buy It Now
2024-09-07,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),37.01,4.26,41.27,9 bids
2024-09-07,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),48.0,4.26,52.26,Best offer accepted
2024-09-07,2018 Donruss Josh Allen Rookie Bills # 304,45.0,4.5,49.5,Best offer accepted
2024-09-06,JOSH ALLEN 2018 PANINI DONRUSS FOOTBALL RATED ROOKIE BILLS #304 RC,43.09,7.19,50.28,Buy It Now
2024-09-05,🔥🏈 JOSH ALLEN ROOKIE 🏈🔥  2018 Panini Donruss - Rated Rookie #304,59.5,1.29,60.79,15 bids
2024-09-05,2018 PANINI DONRUSS #304 JOSH ALLEN RATED ROOKIE RC ,43.13,7.55,50.68,13 bids
2024-09-05,2018 Panini Donruss - Rated Rookie #304 JOSH ALLEN  (RC) BILLS,40.0,4.37,44.37,Best offer accepted
2024-09-01,JOSH ALLEN 2018 PANINI DONRUSS FOOTBALL RATED ROOKIE BILLS #304 RC Q2822,39.0,5.5,44.5,17 bids
2024-09-01,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),45.0,4.14,49.14,Best offer accepted
2024-09-01,2018 Panini Donruss - Rated Rookie #304 Josh Allen Base (RC) Buffalo Bills,49.95,0.0,49.95,Best offer accepted
2024-09-01,2018-19 Panini Donruss Football Josh Allen Rated Rookie RC #304 Buffalo Bills,47.0,6.45,53.45,10 bids
2024-09-01,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,4.58,54.58,Best offer accepted
2024-08-31,2018 Donruss - Base Rated Rookie Josh Allen #304 (RC) Buffalo Bills 🔥🔥,65.0,4.37,69.37,or Best Offer
2024-08-31,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),49.99,4.46,54.45,1 bid
2024-08-29,2018 Donruss Josh Allen - 💥Rated Rookie #304  (RC)  💥🏈,49.08,4.58,53.66,16 bids
2024-08-29,2018 Donruss - Base Rated Rookie Josh Allen #304 (RC) Buffalo Bills 🔥🔥,50.0,6.0,56.0,Best offer accepted
2024-08-28,2018 Panini Donruss Josh Allen Rated Rookie Bills RC #304,34.0,4.99,38.99,13 bids
2024-08-28,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),35.0,4.37,39.37,Buy It Now
2024-08-28,JOSH ALLEN 2018 DONRUSS RATED ROOKIE NFL RC FOOTBALL CARD #304 EX-NM+ READ *YCC*,26.0,4.2,30.2,19 bids
2024-08-28,2018 JOSH ALLEN Panini Donruss Rated Rookie #304 Buffalo Bills Wyoming RC,49.99,3.99,53.98,1 bid
2024-08-27,2018-19 Panini Donruss Football Josh Allen Rated Rookie RC #304 Buffalo Bills,55.02,4.75,59.77,19 bids
2024-08-26,2018 Donruss Josh Allen Rated Rookie RC #304 Buffalo Bills,51.0,4.75,55.75,17 bids
2024-08-26,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),55.0,4.46,59.46,or Best Offer
2024-08-25,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),45.0,4.58,49.58,Best offer accepted
2024-08-25,Josh Allen RC 2018 Donruss #304 Rated Rookie Buffalo Bills,42.0,4.99,46.99,3 bids
2024-08-25,2018 Donruss Josh Allen #304 RC READ,42.0,4.95,46.95,or Best Offer
2024-08-24,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.4,4.26,54.66,1 bid
2024-08-24,Josh Allen 2018 Donruss Rated Rookie No. 304,41.0,4.58,45.58,12 bids
2024-08-24,2018 Donruss Josh Allen #304 RC READ,42.0,4.95,46.95,Best offer accepted
2024-08-24,2018 Josh Allen Panini Donruss Rated Rookie #304 Bills MINT CONDITION Wyoming RC,44.99,4.16,49.15,Best offer accepted
2024-08-23,Josh Allen - 2018 Panini Donruss Rookie EX #304 Buffalo Bills,39.99,4.99,44.98,Buy It Now
2024-08-22,2018 Panini Donruss #304 Josh Allen Buffalo Bills RC Rated Rookie,49.95,5.95,55.9,1 bid
2024-08-22,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),34.99,4.46,39.45,Best offer accepted
2024-08-22,2018 Josh Allen Panini Donruss - 💥Rated Rookie #304  (RC)  💥🏈,47.0,5.85,52.85,21 bids
2024-08-21,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),35.0,4.26,39.26,Best offer accepted
2024-08-21,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),55.88,6.05,61.93,28 bids
2024-08-21,2018 Panini Donruss JOSH ALLEN Rated Rookie RC #304 BILLS,59.99,5.65,65.64,Best offer accepted
2024-08-20,JOSH ALLEN 2018 DONRUSS FOOTBALL RATED ROOKIE BILLS #304 RC,41.0,5.85,46.85,10 bids
2024-08-19,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),38.0,4.14,42.14,2 bids
2024-08-18,2018 Panini Donruss JOSH ALLEN Rated Rookie RC #304 BILLS,60.0,3.99,63.99,or Best Offer
2024-08-17,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,5.85,55.85,or Best Offer
2024-08-17,2018 DONRUSS FOOTBALL Josh Allen Rated Rookie Rc #304,45.0,4.25,49.25,21 bids
2024-08-15,JOSH ALLEN 2018 DONRUSS RATED ROOKIE NFL ROOKIE RC FOOTBALL CARD#304 READ *YCC*,41.0,4.2,45.2,17 bids
2024-08-14,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),40.0,0.0,40.0,or Best Offer
2024-08-14,Josh Allen 2018 Panini Donruss Rated Rookie RC #304,52.0,4.58,56.58,17 bids
2024-08-14,2018 Donruss #304 Josh Allen Rated Rookie Card ,49.0,4.37,53.37,1 bid
2024-08-13,2018 Donruss #304 Josh Allen Rated Rookie RC,47.0,6.05,53.05,Buy It Now
2024-08-13,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),24.99,4.26,29.25,Best offer accepted
2024-08-13,2018 Panini Donruss Rated Rookie #304 Josh Allen (RC),55.0,4.58,59.58,Best offer accepted
https://www.ebay.com/sch/i.html?_nkw=2018+Donruss+-optic+-elite+-clearly+Josh+Allen+304+-CSG+-PSA+-BGS+-SGC+-HGA+-parallel+-studio+-series+-prime+-shield+-player's+-logo+-brand+-logo+-aqueous+-test+-stat+-line+-jersey+-number+-press+-proof+-press+-proof+-die-cut+-holo++-blue+-green+-red+-silver+-gold+-black&Graded=No&_sacat=0&type=s&_dcat=261328&LH_Complete=1&LH_Sold=1&_ipg=240
Year,Product,Player Name
2018,Donruss+-optic+-elite+-clearly,JoshAllen
