Sold Date,Name,Main Price,Shipping Cost,Listing Total
2024-07-27,Lamar Jackson 2018 Panini Donruss RATED ROOKIE RC #317 MVP RAVENS 🔥,19.99,2.99,22.98
2024-07-25,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),21.12,4.11,25.23
2024-07-25,2018 LAMAR JACKSON Donruss Rated Rookie Card #317 RC Baltimore Ravens ,25.0,4.63,29.63
2024-07-25,2018 Panini Donruss Lamar Jackson Rated Rookie #317 Ravens,22.95,4.0,26.95
2024-07-24,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),22.5,4.36,26.86
2024-07-24,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),28.0,4.36,32.36
2024-07-24,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC) (x2),45.0,7.5,52.5
2024-07-24,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),14.5,1.25,15.75
2024-07-24,2018 Donruss Rated Rookie Lamar Jackson #317,19.99,3.99,23.98
2024-07-22,2018 Panini Donruss Lamar Jackson Rated Rookie #317 Ravens,25.0,3.86,28.86
2024-07-22,LAMAR JACKSON 2018 DONRUSS RATED ROOKIE RC #317 Ravens MVP,29.0,4.0,33.0
2024-07-22,2018 Donruss LAMAR JACKSON Rated Rookie Card RC No. 317 EX-MT+ Baltimore Ravens,24.95,0.0,24.95
2024-07-22,2018 Donruss Rated Rookie Lamar Jackson #317 Baltimore Ravens RC Card MVP,19.99,0.69,20.68
2024-07-21,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),17.5,5.55,23.05
2024-07-21,Lamar Jackson 2018 Donruss Rated Rookie RC #317,17.5,0.69,18.19
2024-07-21,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC) Baltimore Ravens QB,20.0,0.97,20.97
2024-07-21,2018 Panini Donruss Lamar Jackson Rated Rookie #317 Ravens,25.0,3.86,28.86
2024-07-20,"2018 Panini Donruss Rated Rookie Lamar Jackson Rookie Card #317 ""Ravens"" (RC)",22.5,1.12,23.62
2024-07-20,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),25.0,4.36,29.36
2024-07-20,2018 Donruss Rated Rookie Lamar Jackson RC #317 MVP Baltimore Ravens,20.0,6.0,26.0
2024-07-19,2018 Panini Donruss Lamar Jackson Rated Rookie #317 RC Baltimore Ravens,10.0,5.35,15.35
2024-07-19,2018 PANINI DONRUSS RATED ROOKIE RC #317 LAMAR JACKSON BALTIMORE RAVENS SHARP!,20.0,5.0,25.0
2024-07-18,Lamar Jackson 2018 Panini Donruss RATED ROOKIE RC #317 Ravens MVP QB 👀🏈📈🔥,20.0,1.12,21.12
2024-07-17, 2018 Donruss Lamar Jackson Rated Rookie Card RC #317 Ravens,25.0,4.99,29.99
2024-07-17,2018 Donruss Lamar Jackson Rated Rookie Card RC #317 Ravens,17.5,4.25,21.75
2024-07-17,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),28.0,5.4,33.4
2024-07-16,2018 Donruss Lamar Jackson Rated Rookie Card RC #317 Ravens,31.0,4.75,35.75
2024-07-15,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),15.5,4.02,19.52
2024-07-15,2018 Donruss LAMAR JACKSON Rated Rookie Card RC No. 317 EX++ Baltimore Ravens,22.95,0.0,22.95
2024-07-14,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),29.99,6.03,36.02
2024-07-14,2018 Donruss Rated Rookie Lamar Jackson RC #317 MVP 🔥,21.5,5.4,26.9
2024-07-13,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),19.99,4.02,24.01
2024-07-13,2018 Panini-Donruss 🏈 RATED ROOKIE 🏈 Ravens MVP QB LAMAR JACKSON (RC) #317,17.95,2.95,20.9
2024-07-13,2018 Donruss Lamar Jackson 317 Rated Rookie Card,21.5,4.36,25.86
2024-07-13,2018 Donruss #317 Lamar Jackson RR RC Baltimore Ravens A39 469,24.15,4.99,29.14
2024-07-12,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),13.5,0.0,13.5
2024-07-12,2018 Donruss Rated Rookie Lamar Jackson #317,20.0,1.25,21.25
2024-07-11,2018 Donruss LAMAR JACKSON Rated Rookie Card RC No. 317 EX++ Baltimore Ravens,21.95,0.0,21.95
2024-07-10,Lamar Jackson 2018 Panini Donruss RATED ROOKIE RC #317 MVP RAVENS!,17.95,1.25,19.2
2024-07-10,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),20.0,3.99,23.99
2024-07-10,2018 Donruss #317 Lamar Jackson,34.99,4.5,39.49
2024-07-09,2018 Panini Donruss Lamar Jackson Rated Rookie #317 RC Baltimore Ravens,20.99,3.99,24.98
2024-07-08,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),17.99,4.02,22.01
2024-07-08,2018 Panini Donruss Lamar Jackson Rated Rookie #317 Ravens,15.5,5.25,20.75
2024-07-07,2018 Donruss #317 Lamar Jackson RC Rookie (J),20.5,5.0,25.5
2024-07-07,2018 Donruss Football Team Set - BALTIMORE RAVENS (A) w/ 317 Lamar Jackson RR RC,44.99,5.0,49.99
2024-07-07,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),20.0,3.96,23.96
2024-07-06,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),20.0,4.02,24.02
2024-07-06,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),24.99,3.96,28.95
2024-07-05,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),20.0,4.02,24.02
2024-07-05,2018 Donruss Rated Rookie Lamar Jackson RC#317,39.95,1.29,41.24
2024-07-04,2018 PANINI DONRUSS LAMAR JACKSON RATED ROOKIE RC #317 ,22.9,7.76,30.66
2024-07-04,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),30.0,2.5,32.5
2024-07-04,2018 Donruss Rated Rookie Lamar Jackson #317,25.0,4.02,29.02
2024-07-03,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC) - NM-MT CENTERED!,28.5,4.5,33.0
2024-07-03,2018 Panini Donruss Lamar Jackson Rated Rookie RC Ravens #317,19.5,5.35,24.85
2024-07-02,"2018 Panini Donruss Rated Rookie Lamar Jackson Rookie Card #317 ""Ravens"" (RC)",12.0,4.0,16.0
2024-07-01,2018 Panini Donruss Lamar Jackson Rated Rookie #317 Ravens,25.0,4.11,29.11
2024-06-30,2018 Panini Donruss #317 Lamar Jackson Baltimore Ravens RC Rookie,30.0,5.0,35.0
2024-06-30,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),16.05,3.96,20.01
2024-06-30,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),16.5,0.0,16.5
2024-06-30,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),37.38,0.0,37.38
2024-06-29,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),15.0,5.07,20.07
2024-06-29,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),22.49,4.02,26.51
2024-06-28,LAMAR JACKSON 2018 DONRUSS FOOTBALL RATED ROOKIE #317 - RAVENS - EXC CONDITION,17.0,2.19,19.19
2024-06-28,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),15.0,0.0,15.0
2024-06-27,"2018 Panini Donruss - Rated Rookie #317 Lamar Jackson, Lamar Jackson (RC)",27.0,3.96,30.96
2024-06-27,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),30.0,4.02,34.02
2024-06-26,2018 Panini Donruss - Lamar Jackson Base Rated Rookie #317 Baltimore Ravens,25.06,4.02,29.08
2024-06-26,2018 Panini Donruss - Lamar Jackson Base Rated Rookie #317 Baltimore Ravens,22.5,4.02,26.52
2024-06-26,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC) MVP🔥,29.99,4.36,34.35
2024-06-25,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),20.5,1.25,21.75
2024-06-24,2018 Donruss Lamar Jackson Rated Rookie Card RC #317 Ravens,26.0,4.75,30.75
2024-06-23,Lamar Jackson - 2018 Panini Donruss - Rated Rookie #317 (RC),22.0,3.96,25.96
2024-06-23,2018 Panini Donruss Lamar Jackson Rated Rookie #317  RC,26.2,5.55,31.75
2024-06-23,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC) Ravens,25.0,5.99,30.99
2024-06-22,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),24.5,3.84,28.34
2024-06-22,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),25.0,5.55,30.55
2024-06-21,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),25.0,4.36,29.36
2024-06-21,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),22.5,1.25,23.75
2024-06-21,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),20.0,4.02,24.02
2024-06-20,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC) MINT!,39.95,5.05,45.0
2024-06-20,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),30.0,1.25,31.25
2024-06-18,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),26.5,4.36,30.86
2024-06-18,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson RC Ravens (Read Desc.),10.0,4.02,14.02
2024-06-18,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),26.0,1.25,27.25
2024-06-17,2018 Panini Donruss LAMAR JACKSON Baltimore Ravens #317 Rc Press Proof,31.0,1.0,32.0
2024-06-17,2018 Panini Donruss Football #317 Lamar Jackson Rated Rookie Ravens,20.0,0.0,20.0
2024-06-16,2018 Panini Donruss Rated Rookie Lamar Jackson #317 Rookie RC,27.84,4.99,32.83
2024-06-16,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC) Beautiful Centered 🔥,26.0,1.95,27.95
2024-06-14,2018 LAMAR JACKSON Donruss Rated Rookie Card #317 RC Baltimore Ravens ,30.0,4.63,34.63
2024-06-14,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),0.99,1.25,2.24
2024-06-14,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),25.0,3.96,28.96
2024-06-13,"2018 Panini Donruss - Rated Rookie #317 Lamar Jackson, Lamar Jackson (RC)",22.0,4.36,26.36
2024-06-13,2018 Donruss #317 Lamar Jackson,23.79,0.0,23.79
2024-06-11,2018 Panini Donruss - Rated Rookie #317 Lamar Jackson (RC),23.0,1.25,24.25
2024-06-11,2018 Donruss #317 Lamar Jackson Rated Rookie RC Baltimore Ravens 🔥 🔥 🔥,17.0,1.25,18.25
2024-04-16,Lamar Jackson Rated Rookie 2018 Panini Donruss #317 Baltimore Ravens TC4407,29.99,0.0,29.99
https://www.ebay.com/sch/i.html?_nkw=2018+Donruss+-optic+-elite+-clearly+Lamar+Jackson+317+-CSG+-PSA+-BGS+-SGC+-HGA+-parallel+-blue+-green+-red+-silver+-gold+-black&Graded=No&_sacat=0&type=s&_dcat=261328&LH_Complete=1&LH_Sold=1&_ipg=240
Year,Product,Player Name
2018,Donruss+-optic+-elite+-clearly,LamarJackson
